Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Germany,DEU,Grants and other revenue (current LCU),GC.REV.GOTR.CN,30069000000,26982000000,26541000000,25816000000,27011000000,26730000000,30768000000,29584000000,38217000000,28557000000,25548000000,28435000000,28947000000,31217000000,33168000000,35034000000,42343000000,41231000000,42210000000,47562000000,45397000000,46596000000,44276000000,50566000000,..
Germany,DEU,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.3267479850734,23.2622906452654,23.3755194656197,24.0204624656229,24.0034377609882,24.4868640029586,22.9604518213704,20.7763907338999,20.436793770941,19.8390732457614,19.4851222080924,20.5707146091536,21.3799283871097,21.4461867119054,18.5564637143102,20.0657853688972,21.6352336684536,19.7159883583275,20.0537464207587,20.3702906645078,19.9994389568558,20.2137136658052,20.7471209464436,21.7986945224362,..
Germany,DEU,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,1.27043830291899,-4.11257828174435,1.84300316052284,4.64700717808751,4.33390296132632,3.32514791833962,-2.38637526559185,-7.73990652433419,-0.483782879882256,-2.78422195947155,-1.9434029042898,9.38803954547865,6.61156974218815,0.536673647731291,-16.8940295687347,12.2279049525374,9.34817074848272,-8.76223574556334,2.87899558676411,3.46964080906267,-0.199600140966297,4.08000039604157,5.10184460442203,4.8998995504783,..
Germany,DEU,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,662147050692.148,634915734892.172,646617251952.891,676665602065.894,705991632632.105,729466898708.223,712059081066.77,656946373794.169,653768179707.745,635565822484.285,623214217831.452,681721815054.514,726794328304.554,730694841937.77,607251039283.584,681505119190.476,745213381392.053,679916028106.997,699490780549.899,723760598127.489,722315970953.368,751786465428.937,790141442652.199,828857579648.856,..
Germany,DEU,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,555517450000,532671360000,542488510000,567697990000,592301470000,611996370000,597391840000,551154270000,548487880000,533216760000,522854210000,571939970000,609754180000,613026570000,509461680000,571758170000,625207100000,570424980000,586847490000,607208990000,605997000000,630721680000,662900120000,695381560000,..
Germany,DEU,Gross capital formation (current LCU),NE.GDI.TOTL.CN,460897000000,446957000000,458429000000,483873000000,494346000000,516450000000,498825000000,456690000000,451974000000,448863000000,445880000000,490628000000,534402000000,546125000000,453841000000,514567000000,582758000000,541265000000,563781000000,596326000000,605997000000,633518000000,673242000000,729029000000,..
Germany,DEU,Gross capital formation (current US$),NE.GDI.TOTL.CD,629039170192.439,580916298414.349,517064064967.291,537815938646.215,526684423609.631,475815367606.412,446375838926.175,429785431959.345,510128668171.558,557316861186.988,554508145753.016,615516246393.175,731456337257.049,799948732972.023,630509863851.07,681505119190.476,810111550692.349,695450918544.661,748554905242.232,791165824810.435,672091140642.479,700767017136.072,758670223729.929,860529660130.12,..
Germany,DEU,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2326095813481.25,2343433849696.83,2376593595150.67,2435744017997.92,2485891230499.23,2529560950559.48,2571666530975.14,2580209806157,2576148162678.97,2608511301130.56,2611497482226.56,2692661918082.33,2776822742669.36,2784116603578.08,2672268888745.05,2758861541312.54,2834639706044.79,2843255703527.06,2868334823184.07,2947940395149.22,3030070000000,3122667350533.76,3186125714583.33,3221015399610.56,..
Germany,DEU,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,24.7335863317517,23.9767250621949,24.4534074395125,25.2493025287676,24.5560529842484,24.6562261449251,24.5870271663583,25.0266591450876,24.2108999489051,25.0396018598731,24.6855539677753,25.9868012812987,28.1510271848933,27.519762496613,23.5675646943857,25.328107939479,26.5433849626517,25.81617376544,25.8122254432924,26.9887238977533,27.5614754774642,27.5769439392489,27.8485912129159,27.9600642273433,..
Germany,DEU,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,468605000000,460684000000,479568000000,508627000000,505727000000,520022000000,534163000000,550116000000,535441000000,566526000000,564882000000,619806000000,703649000000,700788000000,576399000000,649514000000,714962000000,708734000000,725672000000,790076000000,835132000000,864289000000,903684000000,935088000000,..
Germany,DEU,Gross domestic savings (current US$),NY.GDS.TOTL.CD,639559164733.179,598757473355.862,540906835100.383,565329554295.876,538809929682.506,479106320250.599,477998210290.828,517707509881.423,604335214446.953,703409485969.704,702502176346.226,777576213774.934,963111141527.512,1026494800058.59,800776604612.392,860232226291.004,993892789985.043,910625500085.599,963504153557.748,1048220487121.02,926217156961.231,956034752719.762,1018353196118.42,1103757132887.38,..
Germany,DEU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.5390396968241,23.0273032924252,22.6506386558907,22.7982247991978,23.038679666712,23.1143289285901,21.7781951080302,20.1217858897603,19.5233250586687,19.0910135601011,19.0766985242384,19.8028996930921,20.0565301754316,20.3029660434559,19.2675397529572,19.5425050694119,20.3708475029329,20.3210930641713,19.9014708236257,20.0402742337135,19.9975908147337,20.3063399381003,20.5205254869815,21.1615042593971,..
Germany,DEU,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,-0.191755424580393,-0.432275155111398,0.518570860948557,4.01919747561746,4.29065642512998,2.09024646013624,-2.62160250753676,-6.08521482213898,-1.62283786464901,-0.433474288303259,0.894910017532879,7.52726736411438,3.61163780025473,1.58149494686074,-9.45774181295917,5.27547099820438,7.38888953068222,-0.22762541715332,-1.28590714113875,3.23563349794634,1.76045600646843,3.80000033006513,2.44701325710757,3.45119354986794,..
Germany,DEU,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,614173955736.352,611519034316.538,614690193837.658,639395806591.249,666830083848.768,680768476071.541,662921432632.329,622581239354.651,612477755264.202,609822821673.555,615280187193.913,661593971922.423,685488349896.579,696329313511.513,630472284871.643,663732667411.763,712775140985.869,711152683597.835,702007920455.05,724722323887.53,737480741568.626,765505012182.401,784237021314.327,811302558809.603,..
Germany,DEU,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,504627660000,502446280000,505051820000,525350850000,547891850000,559344140000,544680360000,511535390000,503234000000,501052610000,505536580000,543589670000,563222160000,572129490000,518018960000,545346900000,585641980000,584308910000,576795240000,595458220000,605941000000,628966760000,644357660000,666595690000,..
Germany,DEU,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,445973000000,442442000000,444213000000,459252000000,474477000000,487502000000,473140000000,442301000000,431772000000,431938000000,436534000000,472315000000,501323000000,517013000000,471232000000,501148000000,548701000000,557877000000,559500000000,586665000000,605941000000,636421000000,665889000000,707719000000,..
Germany,DEU,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,608670670124.198,575048089420.328,501029776674.938,510450150050.017,505515661623.695,449145015662.429,423391498881.432,416244118200.64,487327313769.752,536302458405.761,542885213281.93,592541713712.207,686179852176.293,757306283872.858,654670741872.742,663732667411.763,762767766339.446,716795048792.994,742870847870.057,778348250139.041,672029032902.877,703978175541.588,750384195592.816,835375808832.883,..
Germany,DEU,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,103.24972,102.94923,104.26762,..,100.92374,100.41727,99.64265,98.47791,101.74457,106.44308,103.64328,103.70339,101.92231,98.67946,100.21614,101.18375,100.26462,101.96196,99.24647,99.66579,103.42953,103.73594,104.88195,..,..
Germany,DEU,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,104.43722,104.59947,105.60295,..,101.65638,101.27864,101.07815,99.46149,102.34702,106.95435,104.65407,104.99975,103.35062,100.11139,101.06136,102.25458,101.50811,102.61233,100.09701,100.58821,103.8521,104.15939,105.03876,..,..
Germany,DEU,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,103.85788,103.79417,104.9514,..,101.29903,100.85857,100.37816,98.98187,102.05325,106.70502,104.16106,104.36731,102.65386,99.41293,100.64913,101.73238,100.90178,102.29554,99.68305,100.13956,103.64667,103.95359,104.96265,..,..
Germany,DEU,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,99.5931616533218,99.2855655830705,98.9221120261071,98.7711599368553,99.4473847767398,99.8306378580336,98.3734246550121,95.7497315888123,96.2258938220359,94.7994713858883,94.7995682403171,94.5839133278548,93.2289012022164,93.9264242152924,94.9888990199245,94.7376774294182,95.091848705802,93.8998145928875,94.2415209774663,93.3815667667545,92.4379634793916,92.6367697265563,92.8985297335277,93.838630295093,..
Germany,DEU,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,2860409483831.84,2874254469100.39,2903637843359.76,2971498159300.6,3052781629060.11,3114612920968.65,3121959691011.86,3048893102735.04,3057956190588.16,3047370636248.76,3052428852595.55,3142219732771.58,3193004845086.3,3226284437853.11,3120794516203.15,3217626968563.2,3322411531833.31,3294382084371.48,3330550574003.84,3386919758344.57,3442601121817.28,3546879464138.33,3631207257684.64,3707191300504.52,..
Germany,DEU,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,2329246850000,2339544320000,2363628570000,2419347690000,2485874480000,2536518010000,2541887410000,2481163250000,2488374080000,2479248790000,2482933840000,2557261390000,2599684970000,2626662690000,2537584390000,2618098870000,2704691360000,2679979890000,2709791520000,2756053290000,2800935000000,2886020480000,2955293370000,3017845460000,..
Germany,DEU,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1886902000000,1907653000000,1940011000000,1989666000000,2048099000000,2105518000000,2137202000000,2104694000000,2128103000000,2144857000000,2169308000000,2255902000000,2330303000000,2391827000000,2323172000000,2429453000000,2561356000000,2577841000000,2649459000000,2733680000000,2800935000000,2903329000000,3014548000000,3138311000000,..
Germany,DEU,Gross national expenditure (current US$),NE.DAB.TOTL.CD,2575272280605.98,2479403431245.13,2188146853146.85,2211477159053.02,2182078627743.45,1939854431545.97,1912485011185.68,1980702051571.62,2401922121896.16,2663095356344.67,2697808730257.43,2830136745703.17,3189574322474.68,3503481763585.76,3227524312308.97,3217626968563.2,3560627363391.24,3312170362598.89,3517794197903.4,3626865492981.67,3106423957569.83,3211522329428.14,3397066442088.59,3704392689745.7,..
Germany,DEU,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,81.0091038654834,81.539511078807,82.0776590968352,82.2397710020754,82.3894776859369,83.0082022559737,84.0793337892177,84.8269052832376,85.521827972103,86.5123745810117,87.3687395552996,88.2155421742007,89.6378994721041,91.0595414137474,91.5505316455702,92.7945475183678,94.700491075625,96.1888187899798,97.7735364674844,99.1882127213875,100,100.599736561814,102.005033767595,103.991772991583,..
Germany,DEU,Gross savings (% of GDP),NY.GNS.ICTR.ZS,23.0380729054144,22.5215410316254,22.7856806678029,23.2260013729238,22.5629765964388,22.6653715263615,22.5394838107075,22.6332680909175,21.7933068260742,24.3185148951655,24.130445346712,26.3372994576777,28.2657401425909,27.1433064726583,24.3911878088375,25.7748487282492,27.8209076559114,26.8003445580955,26.5819461109799,27.5836540334996,28.5503323658771,28.738564344956,28.8665664760599,29.3068854086651,..
Germany,DEU,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,23.0696586642646,22.518306350015,22.8292753117835,23.3596477527005,22.7201381557483,22.7935894522258,22.6989218636962,22.8759501471664,22.0169437100538,24.1724982704013,23.9328482978457,25.8992636697074,27.8611787287524,26.888045894568,23.8533647675605,25.2679911916334,27.1262749705096,26.1723738496948,25.9803508419942,27.0418616525895,27.9150898821575,28.0480093077168,28.1463304520907,28.509508792608,..
Germany,DEU,Gross savings (current LCU),NY.GNS.ICTR.CN,436481633073.272,432724385073.445,446861376416.616,467869216856.451,464679990408.338,478033084325.337,489679301581.145,497506392560.076,481974235773.409,550211263206.099,552179393913.346,628165661905.18,706516307734.131,691201584995.595,596542597597.081,660970220787.223,749372840256.568,735752539187.851,747311541991.033,807492163272.877,865095055918.733,900695345135.265,936717195491.496,980130683541.774,..
Germany,DEU,Gross savings (current US$),NY.GNS.ICTR.CD,595716709530.875,562417968642.377,504016891965.504,520028028072.081,495077765191.069,440421120624.044,438191768752.703,468197245021.716,543988979428.227,683152797623.663,686704879882.285,788063808687.969,967035734648.414,1012452885594.84,828761597106.253,875405125278.053,1041728459612.7,945340598782.033,992235851335.046,1071327098573.18,959448186866.586,996305693537.964,1055578000592.96,1156924517394.1,..
Germany,DEU,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,2501417394611.33,2526355092890.83,2577893000228.92,2633753440471.72,2678641292495.72,2765424486899.61,2820952427426.15,2822614938205.23,2804992306870.12,2850877670240.68,2870495324268.91,2981883705038.25,3087619554037.86,3119872307063.98,2926023264795.45,3053704278034.88,3172075226032.37,3188700358218.71,3203330467711.92,3275483540424.8,3325026437267.56,3399507032389.82,3485625215163.41,3537495622217.75,..
Germany,DEU,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,2050712630000,2071157060000,2113408880000,2159204400000,2196004370000,2267150990000,2312673920000,2314036880000,2299589490000,2337207240000,2353290190000,2444608640000,2531293030000,2557734490000,2398813120000,2503488600000,2600531500000,2614161120000,2626155180000,2685307730000,2725924000000,2786984700000,2857586130000,2900110540000,..
Germany,DEU,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1716521000000,1741658000000,1779073000000,1825860000000,1856619000000,1901809000000,1962576000000,1987125000000,1996524000000,2049674000000,2069658000000,2156957000000,2247830000000,2289553000000,2192834000000,2305684000000,2418099000000,2465800000000,2527883000000,2635393000000,2725924000000,2821803000000,2922328000000,3012310000000,..
Germany,DEU,Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,2342733724580.32,2263657395373.02,2006624182269.34,2029409803267.76,1978072661410.61,1752173392297.77,1756220134228.19,1870059288537.55,2253413092550.79,2544914328284.08,2573881358040.04,2706005520010.04,3076690391459.07,3353673648747.62,3046449013614.89,3053704278034.88,3361480976009.97,3168213121017.29,3356372810592.14,3496464813784.15,3023231749438.87,3121342205360.57,3293144571450.14,3555663904325.56,..
Germany,DEU,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,..,..,..,..,..,11277.6,..,..,..,..,14684.6,..,..,19466.8,..,19780,..,..,..,..,..,..,..,..,..
Germany,DEU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.6999998093,9.6000003815,9.3999996185,9.3000001907,9.1999998093,9.1,9,8.9,8.7,8.6,8.5,8.3,8.2,8.2,8.2,8.2,8.2,8.2,8.3,..,..,..,..,..,..
Germany,DEU,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,55.8422577733676,56.3107245833724,56.1917242434286,55.6525451494723,56.1972439644959,56.2992570255418,56.4640466918906,55.7417702400233,56.4634626080115,56.1430175202871,56.5385371737221,55.6854277424657,53.993918905403,54.2246778899583,56.4407354859285,55.1086803930744,54.3866852789617,54.9069503990442,54.556849911964,53.4222509163328,52.8783163425267,52.6402156919052,52.2948915096811,52.1379213424352,..
Germany,DEU,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,1.54783629873083,1.59625577539745,0.744240620928949,1.44230805823307,2.60085502233567,1.65615177113696,1.19694114625382,-1.39086661671318,0.422034651266117,0.641451006414513,0.758242101166104,1.35238302517149,-0.247498451833437,0.345199568500547,-0.0967530508910244,0.710211985132574,1.85917298236804,1.48956256724185,0.36175678223249,1.05046343975283,1.91602119853241,2.27000031206117,1.33959096876748,1.27363952142031,..
Germany,DEU,Households and NPISHs Final consumption expenditure (constant 2010 US$),NE.CON.PRVT.KD,1666298426282.03,1692896811146.92,1705496036885.88,1730094543658.73,1775091794488.64,1804490008682.37,1826088692076.32,1800690234066.66,1808289770816.39,1819889063750.18,1833688228826.05,1858486717167.26,1853886991314.74,1860286601209.25,1858486717167.26,1871685912574.68,1906483791376.06,1934882060282.93,1941881627364.2,1962280383902.94,1999878092033.16,2045275330963.16,2072673654583.17,2099072045398.01,..
Germany,DEU,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,1334994700000,1356304630000,1366398800000,1386106480000,1422157100000,1445710180000,1463014480000,1442665900000,1448754450000,1458047500000,1469103030000,1488970930000,1485285750000,1490412950000,1488970930000,1499545780000,1527424930000,1550176880000,1555784750000,1572127700000,1602250000000,1638621080000,1660571900000,1681721600000,..
Germany,DEU,Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,1057993000000,1081943000000,1102004000000,1121076000000,1157371000000,1187402000000,1226704000000,1225271000000,1248729000000,1270247000000,1293777000000,1328142000000,1349605000000,1380826000000,1380388000000,1413207000000,1464938000000,1507366000000,1533784000000,1563899000000,1602250000000,1649797000000,1696964000000,1743685000000,..
Germany,DEU,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,1443964787771.26,1406216532362.88,1242955109406.72,1246055351783.93,1233082250159.81,1093976414225.17,1097721700223.71,1153087709392.06,1409400677200.9,1577162900422.15,1608975251834.35,1666217538577.34,1847255680262.8,2022595576387.87,1917738260627.95,1871685912574.68,2036459722300.08,1936757538882.05,2036467239552.33,2074877570750.25,1777002246041.5,1824925767807.77,1912293139081.69,2058207095223.9,..
Germany,DEU,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,20400.8103264123,20666.5482975472,20789.9164719541,21086.5775930394,21621.0297268991,21949.3602852093,22174.7462681517,21829.5925276205,21909.5877423722,22054.9145556304,22234.7651330217,22560.8981038436,22535.1738048536,22656.0029664713,22691.5063231035,22887.7008781655,23749.4138289143,24057.9702900016,24079.1996955594,24230.9188269433,24482.3241844758,24836.7746048592,25075.5967967864,25318.765407677,..
Germany,DEU,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.24982085019478,1.30258537226253,0.596946198420298,1.42694715241154,2.5345608195618,1.51857040324848,1.02684533860564,-1.55651720365772,0.366453082669565,0.663302363180193,0.815467123836157,1.46677047799137,-0.114021608854145,0.536180296029912,0.156706179305672,0.864616708421394,3.76496073299701,1.29921716514825,0.0882427125059166,0.63008377895531,1.03753951440282,1.4477809284473,0.961566852889504,0.969742067800738,..
Germany,DEU,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.795,..,..
Germany,DEU,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.802,..,..
Germany,DEU,"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.791,..,..
Germany,DEU,"Human capital index (HCI), female, upper bound (scale 0-1)",HD.HCI.OVRL.UB.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.813,..,..
Germany,DEU,"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.783,..,..
Germany,DEU,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.783,..,..
Germany,DEU,"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.769,..,..
Germany,DEU,"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.797,..,..
Germany,DEU,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.807,..,..
Germany,DEU,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"IFC, private nonguaranteed (NFL, current US$)",DT.NFL.NIFC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,78,84,87,89,97,90,93,93,97,96,96,96,96,96,96,96,95,95,93,93,93,93,93,93,..
Germany,DEU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,45,57,71,81,81,84,86,87,90,88,90,87,86,87,88,88,87,87,87,87,87,87,87,87,..
Germany,DEU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92,91,91,92,92,92,94,94,95,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,..
Germany,DEU,Import unit value index (2000 = 100),TM.UVI.MRCH.XD.WD,..,..,..,..,..,100,99.80207574,103.4821161,121.5632439,136.0290504,143.7955835,153.7934087,171.9155672,192.5945255,171.2387195,173.0858305,196.4318078,188.8940797,191.9534964,190.0276365,159.7310916,156.2396896,167.2786922,180.8193513,..
Germany,DEU,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,93.53486944,92.43927342,89.87606124,94.96871035,95.66948603,100,98.01395059,98.8533257,121.905071,144.3115657,156.6774768,182.8103486,212.7111318,238.939409,186.774957,212.6770975,253.0133341,232.8472824,238.1448846,243.4005689,211.9347134,212.7803699,234.4714543,259.2338959,..
Germany,DEU,Import volume index (2000 = 100),TM.QTY.MRCH.XD.WD,..,..,..,..,..,100,98.20832869,95.52696582,100.2811928,106.0887841,108.9584764,118.8674795,123.7300003,124.063448,109.0728531,122.8737771,128.8046661,123.2687032,124.0638431,128.0869317,132.6821918,136.1884234,140.1681537,143.3662349,..
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.5873979341395,22.1455932715028,24.282385335135,25.1780661431082,26.4066172043428,30.678349430323,30.2181317720272,28.3423107018725,29.0376067680426,30.5128352456553,32.8591405884692,36.0168212387006,36.5516592986738,37.7256144732553,33.1088059597748,37.3031508345032,40.148984986412,40.2069347359679,39.6601988368577,39.0008300796262,39.2865511357823,38.6599661784882,40.2959639320922,41.254735570526,..
Germany,DEU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.96022846597543,4.09030450677579,9.21153332038074,9.4158872616495,8.86184164500628,10.8081598623708,0.83200610960364,-2.5983148863738,5.6416722035102,7.83142823849758,5.94936762028273,11.1409788807291,6.20800838809552,2.31528415462105,-9.6945721276077,12.8714227474158,7.31529856419783,0.101740994418734,2.67645330403792,3.93752768876459,5.82010582010581,4.3399996639813,5.18497294754124,3.60819998252092,..
Germany,DEU,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,558503140363.602,552992084410.662,536952196409.883,564542913943.504,578906723978.389,595331405213.263,587784720830.833,589512707039.43,726868558414.755,858964186247.079,933452152898.672,1079887290238.2,1253008779595.75,1413350511853.31,1128569432728.91,1263115070306.35,1501323988015.75,1412443040342.03,1481230369614.31,1515877249009.14,1320209272501.25,1341850736395.3,1481481521241.62,1631797476888.32,..
Germany,DEU,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,578679587286.054,602349344524.607,657834955100.586,719775952840.58,783561357980.147,868249922170.404,875473814569.491,852726248119.227,900834267831.405,971382457064.417,1029173570434.11,1143833580562.22,1214842865189.38,1242969929550.65,1122469313205.89,1266947083718.64,1359628045543.05,1361011344636.98,1397438177738.85,1452462692920.69,1536997558646.23,1603703247526.88,1686854827069.98,1747719922645.48,..
Germany,DEU,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,448189370000,466521680000,509495480000,557469000000,606871020000,672462610000,678057540000,660439470000,697699300000,752339120000,797098540000,885903120000,940900060000,962684570000,869356420000,981254960000,1053036690000,1054108060000,1082320770000,1124937450000,1190410000000,1242073790000,1306474980000,1353615210000,..
Germany,DEU,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,408997000000,425501000000,476214000000,507192000000,543839000000,647034000000,656501000000,622998000000,642187000000,690359000000,751919000000,859030000000,913627000000,960679000000,809752000000,956602000000,1081437000000,1103805000000,1114987000000,1141722000000,1190410000000,1211642000000,1307600000000,1379711000000,..
Germany,DEU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,558205268186.161,553029633480.634,537123843898.037,563734578192.731,579415086298.743,596124930901.05,587472930648.77,586295878035.008,724816027088.036,857162900422.151,935106330058.45,1077694141262.08,1250516014234.88,1407175919144.57,1124968046679.63,1266947083718.64,1503342047721.49,1418237279602.76,1480413472840.2,1514761100193.89,1320244183935.26,1340259866612.76,1473522425144.68,1628580259369.36,..
Germany,DEU,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,653337837056.458,644143804158.992,629863923701.735,667247662898.235,692016957815.898,716933379326.547,696385639481.141,713367053951.051,877101108861.112,1017471417515.77,1117316033641.36,1291054155340.26,1539635000317.63,1670540645651.17,1307667497061.89,1460555456262.48,1712670908484.73,1591239736324.51,1652255129457.35,1694201230784.86,1468863993566,1493694718061.15,1644731315082.11,1794107351063.01,..
Germany,DEU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,29.7680789186165,28.8559264695167,28.5781301787217,28.3844977710706,27.6544079087925,27.712378324301,27.0691909009731,26.3787236365622,26.1867813363357,26.4048494598943,26.3532912935747,26.9743991815788,27.2365025704627,26.8486819111797,24.7358048517212,26.8488925284667,27.0689719182049,27.2839861436413,26.7826133352304,27.0109959930724,27.0645562643767,27.4966657094541,27.4421492824323,27.4617341980702,..
Germany,DEU,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,-0.827960008552665,-2.94005816052722,1.79926496431,0.00162519620548096,0.37343952144964,4.34932842171472,-0.703803104955057,-2.25560532977022,-0.393922728837154,2.73499528149725,0.364580682101703,5.11610842243783,3.65383074225882,-1.22319135513223,-13.464259328866,14.7024607441245,5.01103433547377,-0.0892867573638227,-0.762949941711582,4.4280360640489,1.01594640938829,3.91163613084169,2.6403921312989,1.58770866004841,..
